User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
18328111,female,42,165.0,68.0,22.0,93.0,40.8,107.0
19303479,male,22,182.0,84.0,29.0,114.0,41.0,200.0
10699201,female,74,158.0,59.0,10.0,93.0,39.6,56.0
15283313,female,70,154.0,59.0,10.0,88.0,40.0,50.0
16324247,female,26,182.0,80.0,21.0,96.0,40.5,100.0
14277710,male,44,184.0,86.0,25.0,114.0,40.8,200.0
10888188,male,61,183.0,86.0,1.0,81.0,38.3,4.0
13379795,female,68,157.0,57.0,13.0,92.0,40.1,70.0
17181524,female,61,176.0,70.0,20.0,104.0,40.5,127.0
15988442,male,63,179.0,80.0,25.0,108.0,40.8,197.0
19538533,female,54,171.0,66.0,20.0,98.0,40.1,113.0
14591877,female,54,169.0,66.0,3.0,80.0,38.9,11.0
14274480,female,47,155.0,55.0,16.0,93.0,40.5,82.0
16818429,male,33,184.0,86.0,8.0,86.0,39.9,26.0
17476522,female,24,171.0,66.0,24.0,105.0,40.6,141.0
16369885,male,24,195.0,98.0,20.0,96.0,40.6,92.0
17816292,male,48,152.0,59.0,2.0,79.0,38.0,5.0
15995398,male,35,193.0,93.0,10.0,83.0,39.7,30.0
17615432,male,21,168.0,71.0,3.0,78.0,38.5,3.0
10146087,female,21,179.0,73.0,9.0,90.0,39.6,37.0
17967445,female,22,158.0,62.0,25.0,105.0,40.6,147.0
19670291,female,69,174.0,69.0,2.0,80.0,38.1,8.0
10580576,male,53,191.0,101.0,21.0,106.0,40.7,159.0
15854213,female,68,155.0,58.0,15.0,100.0,40.3,93.0
11138472,female,69,164.0,65.0,23.0,113.0,40.4,173.0
18276801,male,28,198.0,101.0,19.0,95.0,40.6,89.0
13823902,male,70,188.0,89.0,7.0,82.0,39.3,31.0
19222133,female,36,170.0,64.0,9.0,84.0,39.6,35.0
13231909,female,77,177.0,80.0,16.0,98.0,40.6,94.0
12726617,female,32,167.0,63.0,9.0,99.0,39.7,49.0
12538968,female,62,185.0,77.0,13.0,84.0,40.4,54.0
10941668,female,64,151.0,56.0,20.0,97.0,40.4,117.0
12628985,male,45,175.0,79.0,27.0,104.0,40.6,173.0
17691320,male,45,158.0,61.0,20.0,97.0,40.7,99.0
17822027,female,22,177.0,71.0,10.0,93.0,39.8,45.0
13777657,male,45,169.0,69.0,22.0,113.0,40.6,166.0
19423359,female,66,174.0,69.0,28.0,111.0,40.9,202.0
14701930,male,31,182.0,83.0,20.0,101.0,40.9,107.0
11513205,female,57,163.0,68.0,29.0,109.0,40.7,199.0
11842710,male,53,192.0,93.0,5.0,90.0,39.1,25.0
12576313,female,22,179.0,67.0,8.0,77.0,39.5,23.0
12367125,male,67,192.0,92.0,24.0,108.0,40.7,200.0
16913504,female,27,168.0,64.0,2.0,76.0,38.2,6.0
19439155,male,57,178.0,83.0,2.0,79.0,38.1,7.0
16137644,female,49,168.0,68.0,20.0,99.0,40.6,113.0
11622081,female,39,168.0,63.0,29.0,108.0,40.7,188.0
17374074,male,47,165.0,72.0,20.0,96.0,40.3,103.0
19096890,male,62,197.0,101.0,17.0,103.0,40.3,128.0
19628507,male,41,187.0,89.0,23.0,99.0,40.7,130.0
16918679,female,34,144.0,50.0,7.0,83.0,39.3,27.0
11194130,female,40,163.0,62.0,27.0,111.0,41.2,185.0
18863486,female,55,155.0,57.0,11.0,92.0,39.8,57.0
11754581,male,44,189.0,88.0,13.0,94.0,40.0,65.0
15161631,female,45,160.0,60.0,16.0,99.0,40.4,91.0
18735761,female,49,164.0,64.0,19.0,105.0,40.4,120.0
15878611,female,46,166.0,68.0,12.0,101.0,40.1,70.0
19249559,male,25,202.0,100.0,9.0,94.0,39.8,39.0
15469030,male,68,171.0,80.0,22.0,95.0,40.5,136.0
11157560,female,25,169.0,64.0,14.0,101.0,40.2,77.0
19576971,female,31,174.0,67.0,9.0,93.0,39.5,42.0
15048071,male,57,184.0,91.0,7.0,95.0,39.2,41.0
18707469,female,27,159.0,59.0,14.0,88.0,39.9,59.0
12598637,male,40,201.0,98.0,24.0,110.0,40.7,179.0
14342169,female,57,171.0,74.0,2.0,73.0,38.6,6.0
19208771,female,23,155.0,62.0,5.0,74.0,39.2,13.0
11790318,male,23,189.0,87.0,23.0,110.0,40.0,147.0
11756583,male,43,183.0,88.0,26.0,107.0,40.7,180.0
16417986,male,74,201.0,107.0,14.0,96.0,40.1,101.0
13065142,female,45,158.0,53.0,23.0,106.0,40.7,150.0
10481882,female,31,165.0,60.0,25.0,115.0,40.8,179.0
19521409,male,21,195.0,93.0,6.0,93.0,39.2,23.0
15862346,male,50,190.0,96.0,3.0,80.0,38.3,10.0
12234447,male,39,175.0,74.0,9.0,93.0,39.5,39.0
14624633,male,57,169.0,81.0,30.0,112.0,40.9,247.0
17074274,female,26,159.0,53.0,19.0,92.0,40.5,89.0
17636190,male,34,181.0,83.0,25.0,102.0,40.9,141.0
14345479,female,55,160.0,62.0,4.0,87.0,39.1,18.0
11772472,female,52,171.0,67.0,15.0,89.0,40.6,70.0
19087162,male,21,188.0,90.0,29.0,110.0,40.8,185.0
15875055,female,20,136.0,45.0,11.0,94.0,40.1,54.0
10939512,female,79,152.0,60.0,29.0,107.0,40.8,207.0
13616455,male,21,189.0,91.0,27.0,114.0,41.0,189.0
19118405,male,50,171.0,74.0,2.0,82.0,38.1,6.0
10503799,female,29,180.0,76.0,12.0,97.0,39.9,60.0
16572590,male,22,194.0,92.0,6.0,92.0,39.0,23.0
17336010,female,28,158.0,60.0,27.0,113.0,40.8,186.0
15483091,male,38,188.0,93.0,28.0,104.0,40.9,178.0
10006441,male,23,169.0,73.0,25.0,102.0,40.7,122.0
13075455,female,68,159.0,68.0,24.0,108.0,40.5,166.0
17564519,male,79,176.0,86.0,20.0,102.0,40.1,158.0
18789619,female,35,182.0,70.0,2.0,83.0,38.4,7.0
15444304,male,67,201.0,96.0,18.0,105.0,40.5,143.0
13122354,female,21,156.0,52.0,12.0,82.0,39.8,43.0
10692173,female,44,143.0,49.0,17.0,92.0,40.2,86.0
12890276,female,43,175.0,72.0,23.0,100.0,40.7,128.0
14339451,male,21,186.0,79.0,29.0,111.0,41.0,182.0
16626118,female,32,170.0,70.0,10.0,98.0,39.7,52.0
17268858,male,79,179.0,91.0,27.0,107.0,40.4,236.0
13816658,male,51,192.0,96.0,19.0,97.0,40.6,114.0
14191617,female,60,174.0,67.0,11.0,99.0,39.7,64.0
13672975,male,49,184.0,86.0,26.0,103.0,40.8,171.0
16361679,male,46,179.0,84.0,6.0,82.0,39.2,19.0
17739883,female,35,149.0,54.0,21.0,111.0,40.5,144.0
19341462,male,31,172.0,76.0,9.0,94.0,39.7,37.0
14117537,male,42,185.0,78.0,26.0,110.0,41.4,185.0
12667831,female,66,174.0,69.0,13.0,87.0,39.8,60.0
10661999,male,52,189.0,90.0,22.0,96.0,40.5,127.0
10366046,male,59,166.0,73.0,23.0,101.0,40.4,149.0
11523134,male,23,169.0,71.0,16.0,102.0,40.1,78.0
12275702,female,49,164.0,63.0,5.0,91.0,38.9,24.0
11190411,female,25,157.0,57.0,23.0,107.0,40.8,143.0
19686449,male,20,188.0,84.0,27.0,104.0,41.0,143.0
15565644,female,28,163.0,66.0,15.0,94.0,40.1,71.0
10154011,male,60,182.0,90.0,11.0,90.0,40.2,58.0
12676049,female,29,178.0,77.0,15.0,95.0,40.4,71.0
10228092,male,40,184.0,87.0,5.0,88.0,39.5,20.0
18997284,male,26,191.0,93.0,17.0,96.0,40.3,78.0
10836250,female,26,176.0,76.0,19.0,97.0,40.4,93.0
15883541,male,25,158.0,58.0,6.0,90.0,39.2,17.0
16990389,female,60,190.0,87.0,3.0,84.0,38.9,12.0
17046329,male,25,181.0,81.0,23.0,101.0,40.8,115.0
14136420,female,39,165.0,65.0,19.0,106.0,40.6,119.0
13138092,female,30,153.0,53.0,26.0,108.0,40.6,168.0
16655537,male,23,198.0,100.0,12.0,90.0,40.4,44.0
16245184,female,37,148.0,51.0,29.0,108.0,40.6,192.0
19157340,female,22,147.0,47.0,17.0,101.0,40.3,96.0
19810083,female,26,170.0,68.0,23.0,105.0,40.7,135.0
19821989,female,56,167.0,60.0,12.0,86.0,40.2,54.0
17219988,male,43,171.0,79.0,30.0,115.0,40.8,239.0
19572798,female,38,169.0,65.0,14.0,94.0,40.1,69.0
18360844,male,24,179.0,80.0,14.0,90.0,40.7,46.0
13918575,female,25,164.0,63.0,21.0,101.0,40.7,115.0
15319150,female,31,163.0,62.0,4.0,88.0,39.1,17.0
16112624,female,54,151.0,57.0,25.0,115.0,40.4,190.0
11099585,female,34,190.0,91.0,12.0,89.0,40.2,48.0
17300463,female,28,176.0,72.0,27.0,112.0,40.7,178.0
17118372,male,24,191.0,95.0,6.0,88.0,39.3,20.0
14435543,female,27,167.0,69.0,15.0,90.0,40.4,64.0
10908558,female,35,154.0,57.0,19.0,94.0,40.6,95.0
14181557,male,49,183.0,89.0,25.0,111.0,40.8,196.0
17152651,male,36,185.0,91.0,2.0,91.0,38.1,9.0
10192977,female,58,192.0,83.0,18.0,101.0,40.8,105.0
19584135,female,40,157.0,61.0,12.0,92.0,40.0,58.0
19445771,male,31,179.0,77.0,24.0,97.0,40.8,111.0
11294536,male,50,182.0,86.0,17.0,101.0,40.3,108.0
12845462,male,36,202.0,109.0,6.0,87.0,39.1,24.0
10578158,female,34,163.0,61.0,13.0,96.0,40.1,67.0
19789364,female,78,153.0,54.0,13.0,84.0,40.3,62.0
12301038,male,41,178.0,76.0,28.0,104.0,40.8,172.0
18976127,male,41,172.0,71.0,7.0,87.0,39.5,24.0
11460469,male,24,178.0,77.0,19.0,98.0,40.1,84.0
15238405,female,67,173.0,69.0,20.0,105.0,40.5,132.0
18559105,female,47,179.0,75.0,25.0,110.0,40.7,167.0
12761860,female,42,154.0,52.0,17.0,101.0,40.6,101.0
12777201,female,25,180.0,75.0,23.0,97.0,40.6,113.0
11084582,male,25,179.0,78.0,17.0,101.0,40.3,84.0
11393152,female,58,165.0,68.0,6.0,88.0,39.4,28.0
12327773,male,68,191.0,98.0,22.0,99.0,41.0,157.0
12038545,male,24,181.0,91.0,14.0,97.0,40.4,64.0
17593004,male,38,192.0,92.0,21.0,104.0,40.6,133.0
11708341,female,26,164.0,59.0,23.0,108.0,40.5,145.0
10753818,male,64,178.0,83.0,24.0,103.0,41.0,174.0
10608177,female,49,174.0,75.0,7.0,93.0,39.2,34.0
11267944,female,73,158.0,57.0,29.0,103.0,40.9,193.0
19795364,male,27,180.0,86.0,24.0,107.0,40.7,147.0
14290814,male,66,171.0,72.0,18.0,105.0,40.5,133.0
19222644,male,39,199.0,104.0,26.0,101.0,40.7,161.0
12847212,female,30,168.0,62.0,6.0,76.0,39.4,18.0
11986136,male,76,187.0,96.0,12.0,96.0,40.1,85.0
11830053,male,60,193.0,90.0,15.0,95.0,40.0,90.0
14737350,male,54,188.0,90.0,23.0,108.0,40.9,176.0
15294669,female,49,166.0,66.0,11.0,89.0,39.6,51.0
17146724,female,24,173.0,66.0,7.0,82.0,39.3,24.0
17490159,female,28,161.0,57.0,6.0,83.0,39.5,22.0
15501381,male,72,197.0,102.0,25.0,106.0,40.9,212.0
16736138,male,32,171.0,78.0,29.0,112.0,40.9,201.0
18493316,female,36,159.0,59.0,17.0,93.0,40.3,83.0
17497515,male,65,204.0,103.0,14.0,93.0,40.1,87.0
14364172,female,36,163.0,67.0,27.0,97.0,40.7,141.0
14217831,female,32,159.0,63.0,23.0,103.0,40.3,134.0
10483147,male,42,180.0,84.0,2.0,80.0,38.6,5.0
18046507,male,34,191.0,94.0,29.0,109.0,40.9,201.0
12414011,male,34,181.0,78.0,3.0,86.0,38.2,9.0
10710546,male,26,191.0,86.0,8.0,83.0,39.3,20.0
16175343,male,31,203.0,105.0,29.0,113.0,40.8,221.0
12020646,female,64,157.0,63.0,17.0,105.0,40.1,112.0
13611443,male,34,185.0,93.0,20.0,99.0,40.3,108.0
16383525,male,63,204.0,112.0,29.0,110.0,40.4,257.0
17841776,male,44,194.0,87.0,27.0,108.0,40.8,192.0
10735479,male,36,190.0,96.0,17.0,90.0,40.3,72.0
13117699,male,41,173.0,71.0,28.0,104.0,41.2,169.0
16042685,male,73,168.0,77.0,18.0,97.0,40.3,120.0
10315558,male,31,186.0,85.0,28.0,106.0,40.8,172.0
12304455,male,22,179.0,73.0,10.0,84.0,39.9,21.0
15503276,female,34,161.0,56.0,18.0,102.0,40.6,105.0
10565624,female,21,168.0,65.0,25.0,109.0,40.3,156.0
12458510,female,22,145.0,50.0,3.0,89.0,38.7,13.0
13885247,male,33,190.0,97.0,24.0,100.0,40.8,134.0
11572170,female,51,157.0,60.0,21.0,103.0,40.4,130.0
19911268,male,45,195.0,99.0,2.0,83.0,37.9,7.0
12859596,female,33,175.0,67.0,25.0,101.0,41.1,140.0
15376017,male,47,198.0,97.0,7.0,91.0,39.3,34.0
19921858,female,70,175.0,74.0,9.0,79.0,40.0,34.0
19187230,female,77,160.0,63.0,8.0,92.0,39.5,44.0
10874559,female,35,172.0,71.0,11.0,85.0,39.9,42.0
11746700,female,44,161.0,60.0,2.0,89.0,38.4,9.0
10952850,female,71,164.0,60.0,18.0,97.0,40.5,107.0
16785115,female,54,174.0,75.0,9.0,87.0,39.6,39.0
14951529,female,63,166.0,68.0,26.0,108.0,40.8,178.0
13846186,female,50,149.0,55.0,13.0,101.0,40.4,79.0
10590765,male,63,200.0,105.0,15.0,102.0,40.3,113.0
15032837,female,30,163.0,58.0,22.0,109.0,40.5,143.0
15511677,female,33,163.0,57.0,4.0,84.0,38.7,16.0
18148848,male,38,189.0,91.0,24.0,100.0,40.5,137.0
13172849,male,20,183.0,81.0,17.0,97.0,40.5,71.0
18401432,female,67,159.0,62.0,13.0,94.0,40.2,72.0
14857446,male,24,188.0,90.0,14.0,103.0,40.1,76.0
12734403,male,30,197.0,103.0,27.0,109.0,40.5,187.0
11693744,female,35,145.0,49.0,18.0,103.0,40.2,109.0
10622381,female,63,176.0,79.0,29.0,111.0,40.5,204.0
18548803,female,50,157.0,60.0,6.0,91.0,39.4,29.0
18119523,male,33,200.0,101.0,17.0,98.0,40.5,91.0
13991141,female,36,163.0,58.0,4.0,84.0,39.0,16.0
10677750,male,75,187.0,97.0,7.0,84.0,39.1,36.0
17724752,male,56,184.0,93.0,13.0,97.0,39.9,80.0
17047475,female,50,182.0,75.0,22.0,111.0,40.6,151.0
18908393,male,24,183.0,80.0,27.0,116.0,40.6,195.0
19475479,female,32,172.0,72.0,8.0,80.0,39.5,26.0
10854360,male,49,193.0,100.0,22.0,99.0,40.5,138.0
17425584,female,77,170.0,65.0,3.0,89.0,39.0,15.0
15539064,male,67,171.0,75.0,19.0,97.0,40.5,120.0
14130669,male,23,182.0,81.0,30.0,112.0,41.0,197.0
15015988,male,37,192.0,95.0,21.0,98.0,40.7,114.0
13741485,female,35,163.0,59.0,20.0,107.0,40.6,127.0
13015812,male,34,185.0,83.0,23.0,97.0,40.8,112.0
13939844,female,49,168.0,67.0,21.0,98.0,40.4,116.0
13135068,female,69,156.0,61.0,8.0,83.0,39.4,35.0
13286573,male,49,194.0,101.0,16.0,103.0,40.4,110.0
19246830,female,41,150.0,51.0,22.0,95.0,40.2,117.0
18976105,male,42,195.0,95.0,17.0,105.0,40.2,115.0
14714345,male,52,188.0,93.0,21.0,107.0,40.6,157.0
18319225,female,26,158.0,60.0,12.0,91.0,40.0,54.0
14775199,female,79,178.0,80.0,25.0,104.0,40.5,163.0
10074404,male,72,172.0,82.0,19.0,107.0,40.5,156.0
16366307,male,34,195.0,92.0,10.0,91.0,39.9,42.0
13945114,female,60,152.0,50.0,7.0,89.0,39.8,35.0
16749464,female,45,158.0,57.0,7.0,91.0,39.3,34.0
18521428,male,33,188.0,92.0,19.0,98.0,40.4,99.0
10207737,male,56,192.0,97.0,20.0,109.0,40.5,161.0
10722362,female,21,153.0,54.0,8.0,94.0,39.8,38.0
15316949,female,50,161.0,61.0,18.0,99.0,40.5,104.0
14920065,male,60,184.0,86.0,27.0,105.0,41.0,200.0
10809847,male,39,162.0,72.0,28.0,108.0,40.7,183.0
12363678,male,48,175.0,75.0,19.0,110.0,40.7,140.0
17804243,female,38,163.0,65.0,19.0,97.0,40.5,100.0
15862195,male,54,190.0,95.0,22.0,110.0,40.3,178.0
12555008,male,23,195.0,89.0,27.0,104.0,41.0,150.0
13788834,female,72,164.0,68.0,15.0,94.0,40.2,83.0
19113986,male,47,179.0,79.0,6.0,74.0,39.3,12.0
19510192,female,58,170.0,72.0,8.0,103.0,39.9,49.0
15831321,male,41,179.0,85.0,25.0,101.0,40.8,147.0
14142930,male,62,193.0,100.0,8.0,90.0,39.4,44.0
16036236,female,30,168.0,67.0,29.0,107.0,40.9,179.0
19962170,female,32,156.0,56.0,23.0,113.0,40.5,161.0
11390035,male,20,178.0,80.0,9.0,84.0,39.4,20.0
16163940,female,53,168.0,65.0,21.0,102.0,40.5,127.0
17847428,male,51,189.0,95.0,30.0,112.0,41.0,247.0
18908334,male,78,177.0,86.0,23.0,100.0,40.8,173.0
17029728,female,31,169.0,69.0,1.0,74.0,37.6,3.0
10082523,male,74,205.0,112.0,6.0,83.0,39.0,32.0
15505673,female,50,177.0,70.0,22.0,106.0,40.9,140.0
12679497,female,40,160.0,70.0,8.0,88.0,40.0,34.0
17438788,male,41,172.0,75.0,8.0,88.0,39.7,30.0
19382988,female,26,161.0,54.0,13.0,94.0,40.3,64.0
13632419,male,25,185.0,89.0,27.0,104.0,40.8,152.0
12432246,male,31,184.0,89.0,15.0,105.0,39.9,91.0
19984594,male,20,186.0,90.0,4.0,83.0,38.8,9.0
14768524,female,55,176.0,72.0,5.0,84.0,39.3,20.0
18107311,female,52,160.0,59.0,25.0,103.0,40.7,156.0
11102823,male,60,208.0,105.0,26.0,110.0,40.6,223.0
11337714,male,36,191.0,93.0,16.0,97.0,40.0,83.0
15422663,female,53,168.0,69.0,11.0,89.0,40.0,51.0
10201123,male,36,193.0,95.0,10.0,97.0,40.0,52.0
10310404,female,23,169.0,68.0,25.0,114.0,40.9,170.0
17001911,female,36,164.0,57.0,2.0,79.0,37.9,7.0
13586767,female,37,166.0,61.0,25.0,103.0,40.7,149.0
11312954,male,48,181.0,80.0,27.0,105.0,40.6,181.0
19873304,female,39,167.0,71.0,27.0,118.0,41.1,201.0
10331021,male,21,205.0,103.0,7.0,88.0,39.6,23.0
10566369,male,20,187.0,86.0,23.0,100.0,40.3,109.0
19286727,male,57,169.0,72.0,8.0,84.0,39.7,30.0
19845852,female,77,160.0,66.0,15.0,94.0,40.5,84.0
18971121,male,34,184.0,85.0,19.0,109.0,40.4,128.0
16784301,male,52,189.0,92.0,23.0,97.0,40.7,137.0
15158798,male,70,194.0,91.0,28.0,103.0,40.8,216.0
12730658,female,64,157.0,54.0,12.0,95.0,40.1,68.0
16649627,male,73,198.0,101.0,18.0,97.0,40.7,129.0
16205668,male,47,195.0,99.0,11.0,88.0,39.8,50.0
15013894,female,39,164.0,65.0,5.0,84.0,39.2,19.0
12286808,female,25,163.0,60.0,7.0,89.0,39.4,30.0
10485469,male,22,165.0,67.0,27.0,119.0,40.4,197.0
13340241,male,67,173.0,78.0,4.0,95.0,38.7,24.0
14093741,female,64,164.0,67.0,13.0,94.0,40.2,70.0
11983925,male,37,200.0,100.0,12.0,91.0,40.1,54.0
11222672,male,21,184.0,78.0,19.0,100.0,40.5,88.0
17862213,male,40,190.0,97.0,7.0,83.0,39.5,24.0
18184462,female,36,174.0,68.0,19.0,108.0,40.1,121.0
14919629,female,53,178.0,77.0,11.0,95.0,39.9,57.0
17551112,male,41,192.0,99.0,22.0,98.0,40.5,126.0
17567644,male,56,184.0,88.0,5.0,89.0,39.5,24.0
17752929,female,29,166.0,65.0,11.0,84.0,40.0,41.0
18452221,male,28,192.0,92.0,7.0,92.0,39.5,28.0
15176055,male,22,191.0,88.0,10.0,90.0,39.7,34.0
10836299,male,76,195.0,93.0,23.0,96.0,40.5,161.0
14734299,male,73,175.0,76.0,4.0,86.0,38.9,20.0
10567350,male,39,191.0,86.0,23.0,97.0,40.6,119.0
13304804,female,69,162.0,59.0,11.0,95.0,39.6,63.0
10638410,female,46,180.0,75.0,12.0,93.0,40.1,58.0
13464795,female,30,163.0,58.0,30.0,115.0,40.6,215.0
13693397,female,35,168.0,67.0,17.0,101.0,40.1,96.0
14347203,female,60,176.0,71.0,24.0,107.0,41.0,160.0
13541948,female,35,150.0,50.0,25.0,104.0,41.0,154.0
12431875,male,26,182.0,84.0,5.0,81.0,39.1,11.0
18290984,male,21,183.0,83.0,23.0,104.0,40.5,122.0
15699085,female,27,158.0,57.0,22.0,101.0,40.4,124.0
17286230,female,47,172.0,69.0,21.0,97.0,40.6,113.0
12037170,female,27,183.0,79.0,3.0,80.0,38.9,9.0
15295331,male,49,181.0,79.0,29.0,108.0,40.7,208.0
13302612,male,27,178.0,83.0,19.0,102.0,41.0,101.0
14255616,male,46,194.0,91.0,14.0,91.0,40.0,66.0
12824130,male,58,197.0,98.0,14.0,102.0,40.1,100.0
12481603,male,27,172.0,77.0,13.0,101.0,39.9,65.0
17977871,male,29,176.0,76.0,13.0,91.0,39.8,47.0
10164017,male,39,197.0,96.0,3.0,78.0,38.6,8.0
13155595,female,56,160.0,63.0,4.0,84.0,38.7,17.0
11627255,male,32,183.0,83.0,21.0,97.0,40.4,101.0
12530320,female,43,169.0,67.0,5.0,80.0,39.0,18.0
14132143,male,21,202.0,98.0,21.0,108.0,40.5,131.0
14940695,female,76,175.0,72.0,10.0,97.0,39.8,58.0
17806572,female,22,162.0,59.0,15.0,104.0,40.0,87.0
14971780,male,35,200.0,99.0,24.0,104.0,40.6,152.0
16691239,male,45,191.0,95.0,28.0,105.0,41.0,193.0
15563989,male,32,176.0,83.0,10.0,99.0,39.7,51.0
10679574,male,39,178.0,80.0,25.0,105.0,40.7,157.0
10176870,female,44,174.0,75.0,27.0,105.0,40.8,165.0
19455108,female,26,174.0,67.0,6.0,84.0,39.4,22.0
18145627,female,42,179.0,72.0,17.0,98.0,40.1,91.0
13361025,female,24,178.0,78.0,2.0,93.0,38.2,9.0
19596964,male,56,186.0,93.0,14.0,91.0,40.0,74.0
18120047,male,71,185.0,96.0,5.0,85.0,39.1,26.0
19554783,female,37,187.0,84.0,11.0,99.0,39.9,57.0
17873138,female,47,162.0,63.0,10.0,81.0,39.9,37.0
12940540,male,48,167.0,67.0,29.0,112.0,40.9,217.0
12338218,male,52,183.0,86.0,11.0,87.0,40.0,47.0
11860761,male,40,192.0,98.0,24.0,99.0,40.4,139.0
16221860,female,66,180.0,75.0,4.0,88.0,38.9,19.0
14662956,female,37,157.0,59.0,16.0,94.0,40.2,80.0
15359537,male,28,193.0,93.0,17.0,94.0,40.4,74.0
19371363,female,59,148.0,51.0,10.0,93.0,39.7,54.0
16364264,male,24,182.0,78.0,28.0,105.0,40.8,154.0
15285889,female,67,162.0,62.0,26.0,93.0,40.7,140.0
11844111,male,33,192.0,98.0,10.0,97.0,39.8,52.0
10907293,male,34,192.0,99.0,15.0,97.0,40.1,79.0
12870966,male,40,181.0,84.0,17.0,99.0,40.4,94.0
17244789,male,22,193.0,85.0,28.0,116.0,41.0,202.0
11185950,male,66,164.0,75.0,27.0,114.0,40.7,238.0
15381308,male,42,182.0,82.0,19.0,103.0,40.2,117.0
16193075,male,42,209.0,111.0,7.0,83.0,39.5,26.0
19166163,male,64,203.0,97.0,23.0,106.0,40.7,184.0
14314848,female,32,162.0,64.0,28.0,105.0,40.5,169.0
11718003,male,24,189.0,91.0,1.0,78.0,37.7,2.0
17985735,male,26,182.0,83.0,27.0,107.0,41.0,162.0
12701312,female,32,159.0,55.0,13.0,92.0,40.2,62.0
10377282,male,51,190.0,94.0,21.0,105.0,40.4,150.0
18979629,female,40,165.0,59.0,27.0,110.0,41.1,183.0
15987356,female,34,179.0,74.0,25.0,101.0,40.9,138.0
15694837,male,48,185.0,88.0,15.0,103.0,40.0,99.0
10160535,female,21,147.0,45.0,23.0,100.0,40.6,128.0
19295195,female,31,175.0,68.0,12.0,91.0,40.3,54.0
19318394,male,76,193.0,103.0,18.0,95.0,40.3,127.0
19941237,male,20,177.0,79.0,5.0,84.0,38.9,11.0
19326172,male,22,167.0,73.0,18.0,94.0,40.7,66.0
13422365,male,44,180.0,84.0,11.0,91.0,39.5,49.0
16412866,female,49,173.0,67.0,10.0,85.0,39.5,42.0
12961279,male,49,179.0,79.0,7.0,95.0,39.5,37.0
15322514,female,46,154.0,55.0,3.0,84.0,38.6,12.0
18742025,male,75,186.0,84.0,29.0,107.0,41.1,243.0
19370901,female,20,167.0,58.0,5.0,76.0,39.3,14.0
16152838,female,33,154.0,59.0,28.0,105.0,40.6,171.0
11589040,male,68,166.0,75.0,28.0,112.0,40.8,241.0
18394669,female,58,173.0,73.0,20.0,104.0,40.6,125.0
19783354,male,23,179.0,81.0,26.0,112.0,40.6,171.0
15351545,male,79,198.0,96.0,9.0,87.0,39.7,52.0
12132600,male,43,201.0,104.0,28.0,103.0,40.7,187.0
12811109,female,37,178.0,74.0,24.0,104.0,40.8,141.0
13079051,male,75,199.0,103.0,28.0,123.0,40.5,314.0
13156882,female,61,173.0,73.0,26.0,102.0,40.8,159.0
15720905,female,26,169.0,62.0,9.0,80.0,40.2,30.0
11372824,female,23,173.0,72.0,28.0,110.0,40.9,176.0
10352361,male,64,178.0,82.0,25.0,111.0,40.8,211.0
13705651,female,20,170.0,68.0,8.0,85.0,39.4,29.0
